"","classe","numero","data_autuacao","data_baixa","relator_atual","evento","tempo"
"659","ADPF","981",2022-06-02,2023-04-11,"MIN. GILMAR MENDES",1,313
"660","ADPF","982",2022-06-10,2025-03-25,"MIN. FLÁVIO DINO",1,1019
"661","ADPF","983",2022-06-14,2023-12-22,"MIN. NUNES MARQUES",1,556
"662","ADPF","984",2022-06-15,2024-03-08,"MIN. GILMAR MENDES",1,632
"663","ADPF","985",2022-06-15,2024-08-19,"MIN. NUNES MARQUES",1,796
"664","ADPF","986",2022-06-15,2023-04-10,"MIN. LUÍS ROBERTO BARROSO",1,299
"665","ADPF","987",2022-06-24,2025-06-06,"MIN. GILMAR MENDES",0,1078
"666","ADPF","988",2022-06-27,2022-11-07,"MIN. CÁRMEN LÚCIA",1,133
"667","ADPF","989",2022-06-30,2025-06-06,"MIN. EDSON FACHIN",0,1072
"668","ADPF","990",2022-06-30,2023-02-09,"MIN. LUÍS ROBERTO BARROSO",1,224
"669","ADPF","991",2022-06-30,2025-06-06,"MIN. EDSON FACHIN",0,1072
"670","ADPF","992",2022-07-04,2025-06-06,"MIN. GILMAR MENDES",0,1068
"671","ADPF","993",2022-07-04,2022-09-27,"MIN. ANDRÉ MENDONÇA",1,85
"672","ADPF","994",2022-07-05,2022-08-24,"MIN. CÁRMEN LÚCIA",1,50
"673","ADPF","995",2022-07-13,2023-10-19,"MIN. ALEXANDRE DE MORAES",1,463
"674","ADPF","996",2022-07-18,2022-11-22,"MIN. GILMAR MENDES",1,127
"675","ADPF","997",2022-08-03,2024-10-12,"MIN. DIAS TOFFOLI",1,801
"676","ADPF","998",2022-08-03,2022-10-13,"MIN. CÁRMEN LÚCIA",1,71
"677","ADPF","999",2022-08-05,2023-03-17,"MIN. LUÍS ROBERTO BARROSO",1,224
"678","ADPF","1000",2022-08-11,2023-08-16,"MIN. CÁRMEN LÚCIA",1,370
"679","ADPF","1001",2022-08-11,2023-06-20,"MIN. ALEXANDRE DE MORAES",1,313
"680","ADPF","1002",2022-08-15,2023-04-20,"MIN. CÁRMEN LÚCIA",1,248
"681","ADPF","1003",2022-08-15,2023-02-28,"MIN. DIAS TOFFOLI",1,197
"682","ADPF","1004",2022-08-19,2024-10-21,"MIN. LUIZ FUX",1,794
"683","ADPF","1005",2022-08-26,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1015
"684","ADPF","1006",2022-08-26,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,1015
"685","ADPF","1007",2022-08-31,2023-02-27,"MIN. ANDRÉ MENDONÇA",1,180
"686","ADPF","1008",2022-09-09,2023-06-30,"MIN. CÁRMEN LÚCIA",1,294
"687","ADPF","1009",2022-09-12,2025-06-06,"MIN. CÁRMEN LÚCIA",0,998
"688","ADPF","1010",2022-09-13,2022-11-11,"MIN. EDSON FACHIN",1,59
"689","ADPF","1011",2022-09-14,2024-08-09,"MIN. GILMAR MENDES",1,695
"690","ADPF","1012",2022-09-23,2023-03-09,"MIN. EDSON FACHIN",1,167
"691","ADPF","1013",2022-09-28,2024-08-07,"MIN. LUÍS ROBERTO BARROSO",1,679
"692","ADPF","1014",2022-09-29,2025-04-23,"MIN. FLÁVIO DINO",1,937
"693","ADPF","1015",2022-10-13,2023-05-04,"MIN. CÁRMEN LÚCIA",1,203
"694","ADPF","1016",2022-10-18,2023-05-09,"MIN. DIAS TOFFOLI",1,203
"695","ADPF","1017",2022-10-21,2025-06-06,"MIN. GILMAR MENDES",0,959
"696","ADPF","1018",2022-10-24,2022-12-02,"MIN. EDSON FACHIN",1,39
"697","ADPF","1019",2022-10-24,2022-12-07,"MIN. EDSON FACHIN",1,44
"698","ADPF","1020",2022-10-24,2023-04-03,"MIN. DIAS TOFFOLI",1,161
"699","ADPF","1021",2022-10-26,2024-12-18,"MIN. DIAS TOFFOLI",1,784
"700","ADPF","1023",2022-10-27,2024-05-21,"MIN. DIAS TOFFOLI",1,572
"701","ADPF","1024",2022-11-03,2023-02-02,"MIN. RICARDO LEWANDOWSKI",1,91
"702","ADPF","1025",2022-11-08,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,941
"703","ADPF","1026",2022-11-09,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,940
"704","ADPF","1027",2022-11-14,2025-06-06,"MIN. EDSON FACHIN",0,935
"705","ADPF","1028",2022-11-16,2025-06-06,"MIN. EDSON FACHIN",0,933
"706","ADPF","1029",2022-11-16,2025-06-06,"MIN. EDSON FACHIN",0,933
"707","ADPF","1030",2022-11-16,2024-06-27,"MIN. FLÁVIO DINO",1,589
"708","ADPF","1031",2022-11-18,2024-10-24,"MIN. NUNES MARQUES",1,706
"709","ADPF","1032",2022-11-29,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,920
"710","ADPF","1033",2022-12-02,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,917
"711","ADPF","1034",2022-12-06,2023-05-15,"MIN. ALEXANDRE DE MORAES",1,160
"712","ADPF","1035",2022-12-09,2023-03-24,"MIN. DIAS TOFFOLI",1,105
"713","ADPF","1036",2022-12-12,2025-03-21,"MIN. NUNES MARQUES",1,830
"714","ADPF","1037",2022-12-19,2024-08-30,"MIN. GILMAR MENDES",1,620
"715","ADPF","1038",2022-12-21,2025-06-06,"MIN. LUIZ FUX",0,898
"716","ADPF","1039",2022-12-28,2023-05-02,"MIN. ALEXANDRE DE MORAES",1,125
"717","ADPF","1040",2022-12-29,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,890
"718","ADPF","1041",2023-01-09,2023-05-26,"MIN. LUÍS ROBERTO BARROSO",1,137
"719","ADPF","1042",2023-01-18,2025-05-07,"MIN. CRISTIANO ZANIN",1,840
"720","ADPF","1043",2023-01-19,2024-03-25,"MIN. CRISTIANO ZANIN",1,431
"721","ADPF","1044",2023-02-13,2023-05-18,"MIN. GILMAR MENDES",1,94
"722","ADPF","1045",2023-02-14,2024-06-29,"MIN. LUIZ FUX",1,501
"723","ADPF","1046",2023-02-14,2025-06-06,"MIN. EDSON FACHIN",0,843
"724","ADPF","1047",2023-02-27,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,830
"725","ADPF","1048",2023-03-01,2023-04-04,"MIN. DIAS TOFFOLI",1,34
"726","ADPF","1049",2023-03-15,2023-04-17,"MIN. CÁRMEN LÚCIA",1,33
"727","ADPF","1050",2023-03-23,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,806
"728","ADPF","1051",2023-03-29,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,800
"729","ADPF","1052",2023-04-03,2023-06-16,"MIN. CÁRMEN LÚCIA",1,74
"730","ADPF","1053",2023-04-03,2025-06-06,"MIN. NUNES MARQUES",0,795
"731","ADPF","1054",2023-04-10,2025-06-06,"MIN. CRISTIANO ZANIN",0,788
"732","ADPF","1055",2023-04-10,2025-06-06,"MIN. LUIZ FUX",0,788
"733","ADPF","1056",2023-04-10,2023-12-18,"MIN. ALEXANDRE DE MORAES",1,252
"734","ADPF","1057",2023-04-14,2025-06-06,"MIN. LUIZ FUX",0,784
"735","ADPF","1058",2023-04-14,2025-06-06,"MIN. GILMAR MENDES",0,784
"736","ADPF","1059",2023-04-18,2025-06-06,"MIN. EDSON FACHIN",0,780
"737","ADPF","1060",2023-04-26,2025-06-06,"MIN. DIAS TOFFOLI",0,772
"738","ADPF","1061",2023-04-27,2024-02-22,"MIN. DIAS TOFFOLI",1,301
"739","ADPF","1062",2023-05-05,2023-06-06,"MIN. CÁRMEN LÚCIA",1,32
"740","ADPF","1063",2023-05-11,2024-02-14,"MIN. ALEXANDRE DE MORAES",1,279
"741","ADPF","1064",2023-05-15,2024-10-16,"MIN. GILMAR MENDES",1,520
"742","ADPF","1065",2023-05-19,2023-09-13,"MIN. ALEXANDRE DE MORAES",1,117
"743","ADPF","1066",2023-05-22,2025-05-26,"MIN. NUNES MARQUES",1,735
"744","ADPF","1067",2023-05-24,2024-02-22,"MIN. DIAS TOFFOLI",1,274
"745","ADPF","1068",2023-05-24,2025-06-06,"MIN. FLÁVIO DINO",0,744
"746","ADPF","1069",2023-06-01,2025-02-25,"MIN. EDSON FACHIN",1,635
"747","ADPF","1070",2023-06-06,2024-04-24,"MIN. LUIZ FUX",1,323
"748","ADPF","1071",2023-06-07,2024-09-10,"MIN. NUNES MARQUES",1,461
"749","ADPF","1072",2023-06-09,2024-05-22,"MIN. CÁRMEN LÚCIA",1,348
"750","ADPF","1073",2023-06-13,2024-03-08,"MIN. CÁRMEN LÚCIA",1,269
"751","ADPF","1074",2023-06-15,2023-08-23,"MIN. EDSON FACHIN",1,69
"752","ADPF","1075",2023-06-19,2025-06-06,"MIN. DIAS TOFFOLI",0,718
"753","ADPF","1076",2023-06-20,2025-06-06,"MIN. EDSON FACHIN",0,717
"754","ADPF","1077",2023-06-30,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,707
"755","ADPF","1078",2023-07-04,2024-08-09,"MIN. EDSON FACHIN",1,402
"756","ADPF","1079",2023-07-06,2025-06-06,"MIN. NUNES MARQUES",0,701
"757","ADPF","1080",2023-07-07,2023-09-28,"MIN. CÁRMEN LÚCIA",1,83
"758","ADPF","1081",2023-07-14,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,693
"759","ADPF","1082",2023-07-14,2024-04-15,"MIN. GILMAR MENDES",1,276
"760","ADPF","1083",2023-07-28,2025-06-06,"MIN. NUNES MARQUES",0,679
"761","ADPF","1084",2023-08-28,2023-10-30,"MIN. LUIZ FUX",1,63
"762","ADPF","1085",2023-09-03,2024-03-26,"MIN. FLÁVIO DINO",1,205
"763","ADPF","1086",2023-09-19,2024-04-09,"MIN. FLÁVIO DINO",1,203
"764","ADPF","1087",2023-09-22,2025-06-06,"MIN. FLÁVIO DINO",0,623
"765","ADPF","1088",2023-09-22,2024-03-15,"MIN. LUIZ FUX",1,175
"766","ADPF","1089",2023-09-29,2024-10-25,"MIN. CÁRMEN LÚCIA",1,392
"767","ADPF","1090",2023-10-03,2025-06-06,"MIN. CRISTIANO ZANIN",0,612
"768","ADPF","1091",2023-10-11,2024-04-26,"MIN. LUIZ FUX",1,198
"769","ADPF","1092",2023-10-24,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,591
"770","ADPF","1093",2023-10-27,2025-02-14,"MIN. DIAS TOFFOLI",1,476
"771","ADPF","1094",2023-11-13,2024-06-10,"MIN. ALEXANDRE DE MORAES",1,210
"772","ADPF","1095",2023-11-14,2025-06-06,"MIN. GILMAR MENDES",0,570
"773","ADPF","1096",2023-11-16,2024-08-19,"MIN. NUNES MARQUES",1,277
"774","ADPF","1097",2023-11-16,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,568
"775","ADPF","1098",2023-11-20,2024-04-16,"MIN. GILMAR MENDES",1,148
"776","ADPF","1099",2023-11-24,2025-05-07,"MIN. CRISTIANO ZANIN",1,530
"777","ADPF","1100",2023-11-24,2025-06-06,"MIN. NUNES MARQUES",0,560
"778","ADPF","1101",2023-11-30,2025-06-06,"MIN. EDSON FACHIN",0,554
"779","ADPF","1102",2023-12-05,2025-06-06,"MIN. EDSON FACHIN",0,549
"780","ADPF","1103",2023-12-06,2025-06-06,"MIN. GILMAR MENDES",0,548
"781","ADPF","1104",2023-12-07,2025-06-06,"MIN. LUIZ FUX",0,547
"782","ADPF","1105",2023-12-13,2025-06-06,"MIN. CÁRMEN LÚCIA",0,541
"783","ADPF","1106",2023-12-14,2025-06-06,"MIN. EDSON FACHIN",0,540
"784","ADPF","1107",2023-12-14,2024-09-03,"MIN. CÁRMEN LÚCIA",1,264
"785","ADPF","1108",2023-12-15,2025-06-06,"MIN. CRISTIANO ZANIN",0,539
"786","ADPF","1109",2023-12-18,2024-03-22,"MIN. ANDRÉ MENDONÇA",1,95
"787","ADPF","1110",2023-12-18,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,536
"788","ADPF","1112",2023-12-19,2024-04-10,"MIN. CRISTIANO ZANIN",1,113
"789","ADPF","1113",2023-12-19,2024-05-22,"MIN. CRISTIANO ZANIN",1,155
"790","ADPF","1114",2023-12-27,2024-08-23,"MIN. CRISTIANO ZANIN",1,240
"791","ADPF","1115",2024-01-10,2025-06-06,"MIN. LUIZ FUX",0,513
"792","ADPF","1116",2024-01-10,2025-06-06,"MIN. LUIZ FUX",0,513
"793","ADPF","1117",2024-01-12,2025-06-06,"MIN. GILMAR MENDES",0,511
"794","ADPF","1118",2024-01-15,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,508
"795","ADPF","1119",2024-01-15,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,508
"796","ADPF","1120",2024-01-16,2024-03-07,"MIN. EDSON FACHIN",1,51
"797","ADPF","1121",2024-01-16,2024-04-17,"MIN. GILMAR MENDES",1,92
"798","ADPF","1122",2024-01-29,2025-06-06,"MIN. EDSON FACHIN",0,494
"799","ADPF","1123",2024-02-14,2025-06-06,"MIN. CRISTIANO ZANIN",0,478
"800","ADPF","1124",2024-02-19,2024-04-18,"MIN. CÁRMEN LÚCIA",1,59
"801","ADPF","1125",2024-02-22,2024-12-09,"MIN. DIAS TOFFOLI",1,291
"802","ADPF","1126",2024-02-23,2025-06-06,"MIN. NUNES MARQUES",0,469
"803","ADPF","1127",2024-02-26,2024-12-11,"MIN. DIAS TOFFOLI",1,289
"804","ADPF","1128",2024-02-27,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,465
"805","ADPF","1129",2024-02-28,2024-03-26,"MIN. EDSON FACHIN",1,27
"806","ADPF","1130",2024-02-29,2025-06-06,"MIN. NUNES MARQUES",0,463
"807","ADPF","1131",2024-03-04,2024-04-09,"MIN. FLÁVIO DINO",1,36
"808","ADPF","1132",2024-03-04,2025-06-06,"MIN. CRISTIANO ZANIN",0,459
"809","ADPF","1133",2024-03-05,2024-10-17,"MIN. ALEXANDRE DE MORAES",1,226
"810","ADPF","1134",2024-03-13,2025-03-05,"MIN. DIAS TOFFOLI",1,357
"811","ADPF","1135",2024-03-18,2024-08-30,"MIN. NUNES MARQUES",1,165
"812","ADPF","1136",2024-03-26,2024-09-04,"MIN. ALEXANDRE DE MORAES",1,162
"813","ADPF","1137",2024-03-26,2025-06-06,"MIN. LUIZ FUX",0,437
"814","ADPF","1138",2024-04-01,2025-06-06,"MIN. CRISTIANO ZANIN",0,431
"815","ADPF","1139",2024-04-04,2024-05-28,"MIN. CÁRMEN LÚCIA",1,54
"816","ADPF","1140",2024-04-05,2025-02-25,"MIN. DIAS TOFFOLI",1,326
"817","ADPF","1141",2024-04-10,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,422
"818","ADPF","1142",2024-04-12,2024-05-13,"MIN. ALEXANDRE DE MORAES",1,31
"819","ADPF","1143",2024-04-16,2025-06-06,"MIN. CRISTIANO ZANIN",0,416
"820","ADPF","1144",2024-04-19,2025-06-06,"MIN. LUIZ FUX",0,413
"821","ADPF","1145",2024-04-22,2025-02-05,"MIN. LUIZ FUX",1,289
"822","ADPF","1146",2024-04-25,2024-06-18,"MIN. FLÁVIO DINO",1,54
"823","ADPF","1147",2024-04-29,2025-06-06,"MIN. GILMAR MENDES",0,403
"824","ADPF","1148",2024-05-06,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,396
"825","ADPF","1149",2024-05-14,2025-06-06,"MIN. CÁRMEN LÚCIA",0,388
"826","ADPF","1150",2024-05-14,2024-05-14,"MIN. ALEXANDRE DE MORAES",1,0
"827","ADPF","1151",2024-05-14,2025-02-04,"MIN. DIAS TOFFOLI",1,266
"828","ADPF","1152",2024-05-14,2025-03-14,"MIN. CÁRMEN LÚCIA",1,304
"829","ADPF","1153",2024-05-14,2024-05-14,"MIN. LUIZ FUX",1,0
"830","ADPF","1154",2024-05-14,2025-06-06,"MIN. NUNES MARQUES",0,388
"831","ADPF","1155",2024-05-14,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,388
"832","ADPF","1156",2024-05-14,2025-02-26,"MIN. LUIZ FUX",1,288
"833","ADPF","1157",2024-05-14,2025-06-06,"MIN. EDSON FACHIN",0,388
"834","ADPF","1158",2024-05-14,2025-05-19,"MIN. ANDRÉ MENDONÇA",1,370
"835","ADPF","1159",2024-05-14,2025-06-06,"MIN. FLÁVIO DINO",0,388
"836","ADPF","1160",2024-05-14,2025-02-04,"MIN. DIAS TOFFOLI",1,266
"837","ADPF","1161",2024-05-14,2025-02-04,"MIN. CÁRMEN LÚCIA",1,266
"838","ADPF","1162",2024-05-14,2025-05-19,"MIN. ANDRÉ MENDONÇA",1,370
"839","ADPF","1163",2024-05-14,2025-06-06,"MIN. FLÁVIO DINO",0,388
"840","ADPF","1164",2024-05-14,2025-05-19,"MIN. ANDRÉ MENDONÇA",1,370
"841","ADPF","1165",2024-05-14,2025-02-21,"MIN. CÁRMEN LÚCIA",1,283
"842","ADPF","1166",2024-05-14,2024-11-28,"MIN. GILMAR MENDES",1,198
"843","ADPF","1167",2024-05-22,2025-06-06,"MIN. EDSON FACHIN",0,380
"844","ADPF","1168",2024-05-28,2025-06-06,"MIN. EDSON FACHIN",0,374
"845","ADPF","1169",2024-05-29,2025-06-06,"MIN. CÁRMEN LÚCIA",0,373
"846","ADPF","1170",2024-05-29,2025-06-06,"MIN. FLÁVIO DINO",0,373
"847","ADPF","1171",2024-05-29,2025-06-06,"MIN. FLÁVIO DINO",0,373
"848","ADPF","1172",2024-05-29,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,373
"849","ADPF","1173",2024-05-29,2025-06-06,"MIN. GILMAR MENDES",0,373
"850","ADPF","1174",2024-06-04,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,367
"851","ADPF","1175",2024-06-04,2025-06-06,"MIN. DIAS TOFFOLI",0,367
"852","ADPF","1176",2024-06-07,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,364
"853","ADPF","1177",2024-06-11,2024-08-20,"MIN. ALEXANDRE DE MORAES",1,70
"854","ADPF","1178",2024-06-12,2025-06-06,"MIN. FLÁVIO DINO",0,359
"855","ADPF","1179",2024-06-27,2025-06-06,"MIN. ANDRÉ MENDONÇA",0,344
"856","ADPF","1180",2024-07-15,2025-06-06,"MIN. CRISTIANO ZANIN",0,326
"857","ADPF","1181",2024-07-16,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,325
"858","ADPF","1182",2024-07-17,2025-06-06,"MIN. CRISTIANO ZANIN",0,324
"859","ADPF","1183",2024-07-30,2025-06-06,"MIN. EDSON FACHIN",0,311
"860","ADPF","1184",2024-08-09,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,301
"861","ADPF","1185",2024-08-12,2025-06-06,"MIN. DIAS TOFFOLI",0,298
"862","ADPF","1186",2024-08-22,2025-06-06,"MIN. EDSON FACHIN",0,288
"863","ADPF","1187",2024-08-31,2025-06-06,"MIN. NUNES MARQUES",0,279
"864","ADPF","1188",2024-09-02,2025-06-06,"MIN. NUNES MARQUES",0,277
"865","ADPF","1189",2024-09-03,2025-06-06,"MIN. NUNES MARQUES",0,276
"866","ADPF","1190",2024-09-03,2024-11-21,"MIN. NUNES MARQUES",1,79
"867","ADPF","1191",2024-09-09,2025-06-06,"MIN. ALEXANDRE DE MORAES",0,270
"868","ADPF","1192",2024-10-07,2025-06-06,"MIN. EDSON FACHIN",0,242
"869","ADPF","1193",2024-11-06,2025-06-06,"MIN. CRISTIANO ZANIN",0,212
"870","ADPF","1194",2024-11-08,2025-06-06,"MIN. CRISTIANO ZANIN",0,210
"871","ADPF","1195",2024-11-08,2025-02-21,"MIN. CÁRMEN LÚCIA",1,105
"872","ADPF","1196",2024-11-18,2025-06-06,"MIN. FLÁVIO DINO",0,200
"873","ADPF","1197",2024-11-21,2025-06-06,"MIN. CÁRMEN LÚCIA",0,197
"874","ADPF","1198",2024-12-03,2025-03-27,"MIN. CÁRMEN LÚCIA",1,114
"875","ADPF","1199",2024-12-03,2025-06-06,"MIN. DIAS TOFFOLI",0,185
"876","ADPF","1200",2024-12-10,2025-06-06,"MIN. LUIZ FUX",0,178
"877","ADPF","1201",2024-12-18,2025-06-06,"MIN. FLÁVIO DINO",0,170
"878","ADPF","1202",2024-12-23,2025-02-25,"MIN. EDSON FACHIN",1,64
"879","ADPF","1203",2024-12-30,2025-02-25,"MIN. ANDRÉ MENDONÇA",1,57
